department	shift_date	shift_type	staff_subclass	required_staff_count
Νεφρολογία	2026-05-10	Νυχτερινή	Νοσηλευτές - Νοσηλευτής	2
Νεφρολογία	2026-05-10	Νυχτερινή	Νοσηλευτές - Προϊστάμενος	2
Νεφρολογία	2026-05-10	Πρωινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
Νεφρολογία	2026-05-10	Πρωινή	Διοικητικοί - Υποδοχή	1
Νεφρολογία	2026-05-10	Πρωινή	Ιατροί - Επείγουσα Ιατρική	1
Νεφρολογία	2026-05-10	Πρωινή	Ιατροί - Ορθοπαιδική	1
Νεφρολογία	2026-05-10	Πρωινή	Ιατροί - Παθολογία	1
Νεφρολογία	2026-05-10	Πρωινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Νεφρολογία	2026-05-10	Πρωινή	Νοσηλευτές - Νοσηλευτής	2
Νεφρολογία	2026-05-10	Πρωινή	Νοσηλευτές - Προϊστάμενος	2
Ογκολογία	2026-05-04	Απογευματινή	Διοικητικοί - Γραμματέας	1
Ογκολογία	2026-05-04	Απογευματινή	Διοικητικοί - Λογιστής	1
Ογκολογία	2026-05-04	Απογευματινή	Ιατροί - Γαστρεντερολογία	1
Ογκολογία	2026-05-04	Απογευματινή	Ιατροί - Οφθαλμολογία	1
Ογκολογία	2026-05-04	Απογευματινή	Ιατροί - ΩΡΛ	1
Ογκολογία	2026-05-04	Απογευματινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Ογκολογία	2026-05-04	Απογευματινή	Νοσηλευτές - Νοσηλευτής	2
Ογκολογία	2026-05-04	Απογευματινή	Νοσηλευτές - Προϊστάμενος	2
Ογκολογία	2026-05-04	Νυχτερινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
Ογκολογία	2026-05-04	Νυχτερινή	Διοικητικοί - Υποδοχή	1
Ογκολογία	2026-05-04	Νυχτερινή	Ιατροί - Γαστρεντερολογία	1
Ογκολογία	2026-05-04	Νυχτερινή	Ιατροί - Οφθαλμολογία	1
Ογκολογία	2026-05-04	Νυχτερινή	Ιατροί - ΩΡΛ	1
Ογκολογία	2026-05-04	Νυχτερινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Ογκολογία	2026-05-04	Νυχτερινή	Νοσηλευτές - Νοσηλευτής	2
Ογκολογία	2026-05-04	Νυχτερινή	Νοσηλευτές - Προϊστάμενος	2
Ογκολογία	2026-05-04	Πρωινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
Ογκολογία	2026-05-04	Πρωινή	Διοικητικοί - Υποδοχή	1
Ογκολογία	2026-05-04	Πρωινή	Ιατροί - Γαστρεντερολογία	1
Ογκολογία	2026-05-04	Πρωινή	Ιατροί - Οφθαλμολογία	1
Ογκολογία	2026-05-04	Πρωινή	Ιατροί - ΩΡΛ	1
Ογκολογία	2026-05-04	Πρωινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Ογκολογία	2026-05-04	Πρωινή	Νοσηλευτές - Νοσηλευτής	2
Ογκολογία	2026-05-04	Πρωινή	Νοσηλευτές - Προϊστάμενος	2
Ογκολογία	2026-05-05	Απογευματινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
Ογκολογία	2026-05-05	Απογευματινή	Διοικητικοί - Υποδοχή	1
Ογκολογία	2026-05-05	Απογευματινή	Ιατροί - Γαστρεντερολογία	1
Ογκολογία	2026-05-05	Απογευματινή	Ιατροί - Οφθαλμολογία	1
Ογκολογία	2026-05-05	Απογευματινή	Ιατροί - ΩΡΛ	1
Ογκολογία	2026-05-05	Απογευματινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Ογκολογία	2026-05-05	Απογευματινή	Νοσηλευτές - Νοσηλευτής	2
Ογκολογία	2026-05-05	Απογευματινή	Νοσηλευτές - Προϊστάμενος	2
Ογκολογία	2026-05-05	Νυχτερινή	Διοικητικοί - Γραμματέας	1
Ογκολογία	2026-05-05	Νυχτερινή	Διοικητικοί - Λογιστής	1
Ογκολογία	2026-05-05	Νυχτερινή	Ιατροί - Γαστρεντερολογία	1
Ογκολογία	2026-05-05	Νυχτερινή	Ιατροί - Οφθαλμολογία	1
Ογκολογία	2026-05-05	Νυχτερινή	Ιατροί - ΩΡΛ	1
Ογκολογία	2026-05-05	Νυχτερινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Ογκολογία	2026-05-05	Νυχτερινή	Νοσηλευτές - Νοσηλευτής	2
Ογκολογία	2026-05-05	Νυχτερινή	Νοσηλευτές - Προϊστάμενος	2
Ογκολογία	2026-05-05	Πρωινή	Διοικητικοί - Γραμματέας	1
Ογκολογία	2026-05-05	Πρωινή	Διοικητικοί - Λογιστής	1
Ογκολογία	2026-05-05	Πρωινή	Ιατροί - Γαστρεντερολογία	1
Ογκολογία	2026-05-05	Πρωινή	Ιατροί - Οφθαλμολογία	1
Ογκολογία	2026-05-05	Πρωινή	Ιατροί - ΩΡΛ	1
Ογκολογία	2026-05-05	Πρωινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Ογκολογία	2026-05-05	Πρωινή	Νοσηλευτές - Νοσηλευτής	2
Ογκολογία	2026-05-05	Πρωινή	Νοσηλευτές - Προϊστάμενος	2
Ογκολογία	2026-05-06	Απογευματινή	Διοικητικοί - Γραμματέας	1
Ογκολογία	2026-05-06	Απογευματινή	Διοικητικοί - Λογιστής	1
Ογκολογία	2026-05-06	Απογευματινή	Ιατροί - Γαστρεντερολογία	1
Ογκολογία	2026-05-06	Απογευματινή	Ιατροί - Οφθαλμολογία	1
Ογκολογία	2026-05-06	Απογευματινή	Ιατροί - ΩΡΛ	1
Ογκολογία	2026-05-06	Απογευματινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Ογκολογία	2026-05-06	Απογευματινή	Νοσηλευτές - Νοσηλευτής	2
Ογκολογία	2026-05-06	Απογευματινή	Νοσηλευτές - Προϊστάμενος	2
Ογκολογία	2026-05-06	Νυχτερινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
Ογκολογία	2026-05-06	Νυχτερινή	Διοικητικοί - Υποδοχή	1
Ογκολογία	2026-05-06	Νυχτερινή	Ιατροί - Γαστρεντερολογία	1
Ογκολογία	2026-05-06	Νυχτερινή	Ιατροί - Οφθαλμολογία	1
Ογκολογία	2026-05-06	Νυχτερινή	Ιατροί - ΩΡΛ	1
Ογκολογία	2026-05-06	Νυχτερινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Ογκολογία	2026-05-06	Νυχτερινή	Νοσηλευτές - Νοσηλευτής	2
Ογκολογία	2026-05-06	Νυχτερινή	Νοσηλευτές - Προϊστάμενος	2
Ογκολογία	2026-05-06	Πρωινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
Ογκολογία	2026-05-06	Πρωινή	Διοικητικοί - Υποδοχή	1
Ογκολογία	2026-05-06	Πρωινή	Ιατροί - Γαστρεντερολογία	1
Ογκολογία	2026-05-06	Πρωινή	Ιατροί - Οφθαλμολογία	1
Ογκολογία	2026-05-06	Πρωινή	Ιατροί - ΩΡΛ	1
Ογκολογία	2026-05-06	Πρωινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Ογκολογία	2026-05-06	Πρωινή	Νοσηλευτές - Νοσηλευτής	2
Ογκολογία	2026-05-06	Πρωινή	Νοσηλευτές - Προϊστάμενος	2
Ογκολογία	2026-05-07	Απογευματινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
Ογκολογία	2026-05-07	Απογευματινή	Διοικητικοί - Υποδοχή	1
Ογκολογία	2026-05-07	Απογευματινή	Ιατροί - Γαστρεντερολογία	1
Ογκολογία	2026-05-07	Απογευματινή	Ιατροί - Οφθαλμολογία	1
Ογκολογία	2026-05-07	Απογευματινή	Ιατροί - ΩΡΛ	1
Ογκολογία	2026-05-07	Απογευματινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Ογκολογία	2026-05-07	Απογευματινή	Νοσηλευτές - Νοσηλευτής	2
Ογκολογία	2026-05-07	Απογευματινή	Νοσηλευτές - Προϊστάμενος	2
Ογκολογία	2026-05-07	Νυχτερινή	Διοικητικοί - Γραμματέας	1
Ογκολογία	2026-05-07	Νυχτερινή	Διοικητικοί - Λογιστής	1
Ογκολογία	2026-05-07	Νυχτερινή	Ιατροί - Γαστρεντερολογία	1
Ογκολογία	2026-05-07	Νυχτερινή	Ιατροί - Οφθαλμολογία	1
Ογκολογία	2026-05-07	Νυχτερινή	Ιατροί - ΩΡΛ	1
Ογκολογία	2026-05-07	Νυχτερινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Ογκολογία	2026-05-07	Νυχτερινή	Νοσηλευτές - Νοσηλευτής	2
Ογκολογία	2026-05-07	Νυχτερινή	Νοσηλευτές - Προϊστάμενος	2
Ογκολογία	2026-05-07	Πρωινή	Διοικητικοί - Γραμματέας	1
Ογκολογία	2026-05-07	Πρωινή	Διοικητικοί - Λογιστής	1
Ογκολογία	2026-05-07	Πρωινή	Ιατροί - Γαστρεντερολογία	1
Ογκολογία	2026-05-07	Πρωινή	Ιατροί - Οφθαλμολογία	1
Ογκολογία	2026-05-07	Πρωινή	Ιατροί - ΩΡΛ	1
Ογκολογία	2026-05-07	Πρωινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Ογκολογία	2026-05-07	Πρωινή	Νοσηλευτές - Νοσηλευτής	2
Ογκολογία	2026-05-07	Πρωινή	Νοσηλευτές - Προϊστάμενος	2
Ογκολογία	2026-05-08	Απογευματινή	Διοικητικοί - Γραμματέας	1
Ογκολογία	2026-05-08	Απογευματινή	Διοικητικοί - Λογιστής	1
Ογκολογία	2026-05-08	Απογευματινή	Ιατροί - Γαστρεντερολογία	1
Ογκολογία	2026-05-08	Απογευματινή	Ιατροί - Οφθαλμολογία	1
Ογκολογία	2026-05-08	Απογευματινή	Ιατροί - ΩΡΛ	1
Ογκολογία	2026-05-08	Απογευματινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Ογκολογία	2026-05-08	Απογευματινή	Νοσηλευτές - Νοσηλευτής	2
Ογκολογία	2026-05-08	Απογευματινή	Νοσηλευτές - Προϊστάμενος	2
Ογκολογία	2026-05-08	Νυχτερινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
Ογκολογία	2026-05-08	Νυχτερινή	Διοικητικοί - Υποδοχή	1
Ογκολογία	2026-05-08	Νυχτερινή	Ιατροί - Γαστρεντερολογία	1
Ογκολογία	2026-05-08	Νυχτερινή	Ιατροί - Οφθαλμολογία	1
Ογκολογία	2026-05-08	Νυχτερινή	Ιατροί - ΩΡΛ	1
Ογκολογία	2026-05-08	Νυχτερινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Ογκολογία	2026-05-08	Νυχτερινή	Νοσηλευτές - Νοσηλευτής	2
Ογκολογία	2026-05-08	Νυχτερινή	Νοσηλευτές - Προϊστάμενος	2
Ογκολογία	2026-05-08	Πρωινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
Ογκολογία	2026-05-08	Πρωινή	Διοικητικοί - Υποδοχή	1
Ογκολογία	2026-05-08	Πρωινή	Ιατροί - Γαστρεντερολογία	1
Ογκολογία	2026-05-08	Πρωινή	Ιατροί - Οφθαλμολογία	1
Ογκολογία	2026-05-08	Πρωινή	Ιατροί - ΩΡΛ	1
Ογκολογία	2026-05-08	Πρωινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Ογκολογία	2026-05-08	Πρωινή	Νοσηλευτές - Νοσηλευτής	2
Ογκολογία	2026-05-08	Πρωινή	Νοσηλευτές - Προϊστάμενος	2
Ογκολογία	2026-05-09	Απογευματινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
Ογκολογία	2026-05-09	Απογευματινή	Διοικητικοί - Υποδοχή	1
Ογκολογία	2026-05-09	Απογευματινή	Ιατροί - Γαστρεντερολογία	1
Ογκολογία	2026-05-09	Απογευματινή	Ιατροί - Οφθαλμολογία	1
Ογκολογία	2026-05-09	Απογευματινή	Ιατροί - ΩΡΛ	1
Ογκολογία	2026-05-09	Απογευματινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Ογκολογία	2026-05-09	Απογευματινή	Νοσηλευτές - Νοσηλευτής	2
Ογκολογία	2026-05-09	Απογευματινή	Νοσηλευτές - Προϊστάμενος	2
Ογκολογία	2026-05-09	Νυχτερινή	Διοικητικοί - Γραμματέας	1
Ογκολογία	2026-05-09	Νυχτερινή	Διοικητικοί - Λογιστής	1
Ογκολογία	2026-05-09	Νυχτερινή	Ιατροί - Γαστρεντερολογία	1
Ογκολογία	2026-05-09	Νυχτερινή	Ιατροί - Οφθαλμολογία	1
Ογκολογία	2026-05-09	Νυχτερινή	Ιατροί - ΩΡΛ	1
Ογκολογία	2026-05-09	Νυχτερινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Ογκολογία	2026-05-09	Νυχτερινή	Νοσηλευτές - Νοσηλευτής	2
Ογκολογία	2026-05-09	Νυχτερινή	Νοσηλευτές - Προϊστάμενος	2
Ογκολογία	2026-05-09	Πρωινή	Διοικητικοί - Γραμματέας	1
Ογκολογία	2026-05-09	Πρωινή	Διοικητικοί - Λογιστής	1
Ογκολογία	2026-05-09	Πρωινή	Ιατροί - Γαστρεντερολογία	1
Ογκολογία	2026-05-09	Πρωινή	Ιατροί - Οφθαλμολογία	1
Ογκολογία	2026-05-09	Πρωινή	Ιατροί - ΩΡΛ	1
Ογκολογία	2026-05-09	Πρωινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Ογκολογία	2026-05-09	Πρωινή	Νοσηλευτές - Νοσηλευτής	2
Ογκολογία	2026-05-09	Πρωινή	Νοσηλευτές - Προϊστάμενος	2
Ογκολογία	2026-05-10	Απογευματινή	Διοικητικοί - Γραμματέας	1
Ογκολογία	2026-05-10	Απογευματινή	Διοικητικοί - Λογιστής	1
Ογκολογία	2026-05-10	Απογευματινή	Ιατροί - Γαστρεντερολογία	1
Ογκολογία	2026-05-10	Απογευματινή	Ιατροί - Οφθαλμολογία	1
Ογκολογία	2026-05-10	Απογευματινή	Ιατροί - ΩΡΛ	1
Ογκολογία	2026-05-10	Απογευματινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Ογκολογία	2026-05-10	Απογευματινή	Νοσηλευτές - Νοσηλευτής	2
Ογκολογία	2026-05-10	Απογευματινή	Νοσηλευτές - Προϊστάμενος	2
Ογκολογία	2026-05-10	Νυχτερινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
Ογκολογία	2026-05-10	Νυχτερινή	Διοικητικοί - Υποδοχή	1
Ογκολογία	2026-05-10	Νυχτερινή	Ιατροί - Γαστρεντερολογία	1
Ογκολογία	2026-05-10	Νυχτερινή	Ιατροί - Οφθαλμολογία	1
Ογκολογία	2026-05-10	Νυχτερινή	Ιατροί - ΩΡΛ	1
Ογκολογία	2026-05-10	Νυχτερινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Ογκολογία	2026-05-10	Νυχτερινή	Νοσηλευτές - Νοσηλευτής	2
Ογκολογία	2026-05-10	Νυχτερινή	Νοσηλευτές - Προϊστάμενος	2
Ογκολογία	2026-05-10	Πρωινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
Ογκολογία	2026-05-10	Πρωινή	Διοικητικοί - Υποδοχή	1
Ογκολογία	2026-05-10	Πρωινή	Ιατροί - Γαστρεντερολογία	1
Ογκολογία	2026-05-10	Πρωινή	Ιατροί - Οφθαλμολογία	1
Ογκολογία	2026-05-10	Πρωινή	Ιατροί - ΩΡΛ	1
Ογκολογία	2026-05-10	Πρωινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Ογκολογία	2026-05-10	Πρωινή	Νοσηλευτές - Νοσηλευτής	2
Ογκολογία	2026-05-10	Πρωινή	Νοσηλευτές - Προϊστάμενος	2
Ορθοπαιδική	2026-05-04	Απογευματινή	Διοικητικοί - Γραμματέας	1
Ορθοπαιδική	2026-05-04	Απογευματινή	Διοικητικοί - Λογιστής	1
Ορθοπαιδική	2026-05-04	Απογευματινή	Ιατροί - Εντατικολογία	1
Ορθοπαιδική	2026-05-04	Απογευματινή	Ιατροί - Καρδιολογία	1
Ορθοπαιδική	2026-05-04	Απογευματινή	Ιατροί - Χειρουργική	1
Ορθοπαιδική	2026-05-04	Απογευματινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Ορθοπαιδική	2026-05-04	Απογευματινή	Νοσηλευτές - Νοσηλευτής	2
Ορθοπαιδική	2026-05-04	Απογευματινή	Νοσηλευτές - Προϊστάμενος	2
Ορθοπαιδική	2026-05-04	Νυχτερινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
Ορθοπαιδική	2026-05-04	Νυχτερινή	Διοικητικοί - Υποδοχή	1
Ορθοπαιδική	2026-05-04	Νυχτερινή	Ιατροί - Εντατικολογία	1
Ορθοπαιδική	2026-05-04	Νυχτερινή	Ιατροί - Καρδιολογία	1
Ορθοπαιδική	2026-05-04	Νυχτερινή	Ιατροί - Χειρουργική	1
Ορθοπαιδική	2026-05-04	Νυχτερινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Ορθοπαιδική	2026-05-04	Νυχτερινή	Νοσηλευτές - Νοσηλευτής	2
Ορθοπαιδική	2026-05-04	Νυχτερινή	Νοσηλευτές - Προϊστάμενος	2
Ορθοπαιδική	2026-05-04	Πρωινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
Ορθοπαιδική	2026-05-04	Πρωινή	Διοικητικοί - Υποδοχή	1
Ορθοπαιδική	2026-05-04	Πρωινή	Ιατροί - Εντατικολογία	1
Ορθοπαιδική	2026-05-04	Πρωινή	Ιατροί - Καρδιολογία	1
Ορθοπαιδική	2026-05-04	Πρωινή	Ιατροί - Χειρουργική	1
Ορθοπαιδική	2026-05-04	Πρωινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Ορθοπαιδική	2026-05-04	Πρωινή	Νοσηλευτές - Νοσηλευτής	2
Ορθοπαιδική	2026-05-04	Πρωινή	Νοσηλευτές - Προϊστάμενος	2
Ορθοπαιδική	2026-05-05	Απογευματινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
Ορθοπαιδική	2026-05-05	Απογευματινή	Διοικητικοί - Υποδοχή	1
Ορθοπαιδική	2026-05-05	Απογευματινή	Ιατροί - Εντατικολογία	1
Ορθοπαιδική	2026-05-05	Απογευματινή	Ιατροί - Καρδιολογία	1
Ορθοπαιδική	2026-05-05	Απογευματινή	Ιατροί - Χειρουργική	1
Ορθοπαιδική	2026-05-05	Απογευματινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Ορθοπαιδική	2026-05-05	Απογευματινή	Νοσηλευτές - Νοσηλευτής	2
Ορθοπαιδική	2026-05-05	Απογευματινή	Νοσηλευτές - Προϊστάμενος	2
Ορθοπαιδική	2026-05-05	Νυχτερινή	Διοικητικοί - Γραμματέας	1
Ορθοπαιδική	2026-05-05	Νυχτερινή	Διοικητικοί - Λογιστής	1
Ορθοπαιδική	2026-05-05	Νυχτερινή	Ιατροί - Εντατικολογία	1
Ορθοπαιδική	2026-05-05	Νυχτερινή	Ιατροί - Καρδιολογία	1
Ορθοπαιδική	2026-05-05	Νυχτερινή	Ιατροί - Χειρουργική	1
Ορθοπαιδική	2026-05-05	Νυχτερινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Ορθοπαιδική	2026-05-05	Νυχτερινή	Νοσηλευτές - Νοσηλευτής	2
Ορθοπαιδική	2026-05-05	Νυχτερινή	Νοσηλευτές - Προϊστάμενος	2
Ορθοπαιδική	2026-05-05	Πρωινή	Διοικητικοί - Γραμματέας	1
Ορθοπαιδική	2026-05-05	Πρωινή	Διοικητικοί - Λογιστής	1
Ορθοπαιδική	2026-05-05	Πρωινή	Ιατροί - Εντατικολογία	1
Ορθοπαιδική	2026-05-05	Πρωινή	Ιατροί - Καρδιολογία	1
Ορθοπαιδική	2026-05-05	Πρωινή	Ιατροί - Χειρουργική	1
Ορθοπαιδική	2026-05-05	Πρωινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Ορθοπαιδική	2026-05-05	Πρωινή	Νοσηλευτές - Νοσηλευτής	2
Ορθοπαιδική	2026-05-05	Πρωινή	Νοσηλευτές - Προϊστάμενος	2
Ορθοπαιδική	2026-05-06	Απογευματινή	Διοικητικοί - Γραμματέας	1
Ορθοπαιδική	2026-05-06	Απογευματινή	Διοικητικοί - Λογιστής	1
Ορθοπαιδική	2026-05-06	Απογευματινή	Ιατροί - Εντατικολογία	1
Ορθοπαιδική	2026-05-06	Απογευματινή	Ιατροί - Καρδιολογία	1
Ορθοπαιδική	2026-05-06	Απογευματινή	Ιατροί - Χειρουργική	1
Ορθοπαιδική	2026-05-06	Απογευματινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Ορθοπαιδική	2026-05-06	Απογευματινή	Νοσηλευτές - Νοσηλευτής	2
Ορθοπαιδική	2026-05-06	Απογευματινή	Νοσηλευτές - Προϊστάμενος	2
Ορθοπαιδική	2026-05-06	Νυχτερινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
Ορθοπαιδική	2026-05-06	Νυχτερινή	Διοικητικοί - Υποδοχή	1
Ορθοπαιδική	2026-05-06	Νυχτερινή	Ιατροί - Εντατικολογία	1
Ορθοπαιδική	2026-05-06	Νυχτερινή	Ιατροί - Καρδιολογία	1
Ορθοπαιδική	2026-05-06	Νυχτερινή	Ιατροί - Χειρουργική	1
Ορθοπαιδική	2026-05-06	Νυχτερινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Ορθοπαιδική	2026-05-06	Νυχτερινή	Νοσηλευτές - Νοσηλευτής	2
Ορθοπαιδική	2026-05-06	Νυχτερινή	Νοσηλευτές - Προϊστάμενος	2
Ορθοπαιδική	2026-05-06	Πρωινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
Ορθοπαιδική	2026-05-06	Πρωινή	Διοικητικοί - Υποδοχή	1
Ορθοπαιδική	2026-05-06	Πρωινή	Ιατροί - Εντατικολογία	1
Ορθοπαιδική	2026-05-06	Πρωινή	Ιατροί - Καρδιολογία	1
Ορθοπαιδική	2026-05-06	Πρωινή	Ιατροί - Χειρουργική	1
Ορθοπαιδική	2026-05-06	Πρωινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Ορθοπαιδική	2026-05-06	Πρωινή	Νοσηλευτές - Νοσηλευτής	2
Ορθοπαιδική	2026-05-06	Πρωινή	Νοσηλευτές - Προϊστάμενος	2
Ορθοπαιδική	2026-05-07	Απογευματινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
Ορθοπαιδική	2026-05-07	Απογευματινή	Διοικητικοί - Υποδοχή	1
Ορθοπαιδική	2026-05-07	Απογευματινή	Ιατροί - Εντατικολογία	1
Ορθοπαιδική	2026-05-07	Απογευματινή	Ιατροί - Καρδιολογία	1
Ορθοπαιδική	2026-05-07	Απογευματινή	Ιατροί - Χειρουργική	1
Ορθοπαιδική	2026-05-07	Απογευματινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Ορθοπαιδική	2026-05-07	Απογευματινή	Νοσηλευτές - Νοσηλευτής	2
Ορθοπαιδική	2026-05-07	Απογευματινή	Νοσηλευτές - Προϊστάμενος	2
Ορθοπαιδική	2026-05-07	Νυχτερινή	Διοικητικοί - Γραμματέας	1
Ορθοπαιδική	2026-05-07	Νυχτερινή	Διοικητικοί - Λογιστής	1
Ορθοπαιδική	2026-05-07	Νυχτερινή	Ιατροί - Εντατικολογία	1
Ορθοπαιδική	2026-05-07	Νυχτερινή	Ιατροί - Καρδιολογία	1
Ορθοπαιδική	2026-05-07	Νυχτερινή	Ιατροί - Χειρουργική	1
Ορθοπαιδική	2026-05-07	Νυχτερινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Ορθοπαιδική	2026-05-07	Νυχτερινή	Νοσηλευτές - Νοσηλευτής	2
Ορθοπαιδική	2026-05-07	Νυχτερινή	Νοσηλευτές - Προϊστάμενος	2
Ορθοπαιδική	2026-05-07	Πρωινή	Διοικητικοί - Γραμματέας	1
Ορθοπαιδική	2026-05-07	Πρωινή	Διοικητικοί - Λογιστής	1
Ορθοπαιδική	2026-05-07	Πρωινή	Ιατροί - Εντατικολογία	1
Ορθοπαιδική	2026-05-07	Πρωινή	Ιατροί - Καρδιολογία	1
Ορθοπαιδική	2026-05-07	Πρωινή	Ιατροί - Χειρουργική	1
Ορθοπαιδική	2026-05-07	Πρωινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Ορθοπαιδική	2026-05-07	Πρωινή	Νοσηλευτές - Νοσηλευτής	2
Ορθοπαιδική	2026-05-07	Πρωινή	Νοσηλευτές - Προϊστάμενος	2
Ορθοπαιδική	2026-05-08	Απογευματινή	Διοικητικοί - Γραμματέας	1
Ορθοπαιδική	2026-05-08	Απογευματινή	Διοικητικοί - Λογιστής	1
Ορθοπαιδική	2026-05-08	Απογευματινή	Ιατροί - Εντατικολογία	1
Ορθοπαιδική	2026-05-08	Απογευματινή	Ιατροί - Καρδιολογία	1
Ορθοπαιδική	2026-05-08	Απογευματινή	Ιατροί - Χειρουργική	1
Ορθοπαιδική	2026-05-08	Απογευματινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Ορθοπαιδική	2026-05-08	Απογευματινή	Νοσηλευτές - Νοσηλευτής	2
Ορθοπαιδική	2026-05-08	Απογευματινή	Νοσηλευτές - Προϊστάμενος	2
Ορθοπαιδική	2026-05-08	Νυχτερινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
Ορθοπαιδική	2026-05-08	Νυχτερινή	Διοικητικοί - Υποδοχή	1
Ορθοπαιδική	2026-05-08	Νυχτερινή	Ιατροί - Εντατικολογία	1
Ορθοπαιδική	2026-05-08	Νυχτερινή	Ιατροί - Καρδιολογία	1
Ορθοπαιδική	2026-05-08	Νυχτερινή	Ιατροί - Χειρουργική	1
Ορθοπαιδική	2026-05-08	Νυχτερινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Ορθοπαιδική	2026-05-08	Νυχτερινή	Νοσηλευτές - Νοσηλευτής	2
Ορθοπαιδική	2026-05-08	Νυχτερινή	Νοσηλευτές - Προϊστάμενος	2
Ορθοπαιδική	2026-05-08	Πρωινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
Ορθοπαιδική	2026-05-08	Πρωινή	Διοικητικοί - Υποδοχή	1
Ορθοπαιδική	2026-05-08	Πρωινή	Ιατροί - Εντατικολογία	1
Ορθοπαιδική	2026-05-08	Πρωινή	Ιατροί - Καρδιολογία	1
Ορθοπαιδική	2026-05-08	Πρωινή	Ιατροί - Χειρουργική	1
Ορθοπαιδική	2026-05-08	Πρωινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Ορθοπαιδική	2026-05-08	Πρωινή	Νοσηλευτές - Νοσηλευτής	2
Ορθοπαιδική	2026-05-08	Πρωινή	Νοσηλευτές - Προϊστάμενος	2
Ορθοπαιδική	2026-05-09	Απογευματινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
Ορθοπαιδική	2026-05-09	Απογευματινή	Διοικητικοί - Υποδοχή	1
Ορθοπαιδική	2026-05-09	Απογευματινή	Ιατροί - Εντατικολογία	1
Ορθοπαιδική	2026-05-09	Απογευματινή	Ιατροί - Καρδιολογία	1
Ορθοπαιδική	2026-05-09	Απογευματινή	Ιατροί - Χειρουργική	1
Ορθοπαιδική	2026-05-09	Απογευματινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Ορθοπαιδική	2026-05-09	Απογευματινή	Νοσηλευτές - Νοσηλευτής	2
Ορθοπαιδική	2026-05-09	Απογευματινή	Νοσηλευτές - Προϊστάμενος	2
